checkpoint_step,proposal_seed,method,view,state_id,candidate_count,direct_selection_eligible,anchor_teacher,anchor_student,oracle_index,selected_index,oracle_lift,selected_lift,predicted_lift,selector_capture_raw,selector_capture_display,qw_qa_exploitation_gap,teacher_twin_directional_agreement,teacher_twin_pair_count,teacher_twin_disagreement_median,selected_twin_disagreement,oracle_twin_disagreement,random_candidate_twin_disagreement,qw_pairwise_accuracy,qw_pair_count,qw_spearman,qw_top1_agreement,latent_pairwise_rms,decoded_action_pairwise_rms,tanh_saturation_fraction,out_of_envelope_fraction,finite
100000,2202,g_current,augmentation,27,1,1,1632.0574951171875,1629.6285400390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0279541015625,5.0279541015625,5.0279541015625,5.0279541015625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,28,1,1,1007.8571166992188,822.3434448242188,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,37.57379150390625,37.57379150390625,37.57379150390625,37.57379150390625,1.0,0,1.0,1.0,0.0,0.0,0.7916666666666666,0.0,1
100000,2202,g_current,augmentation,29,1,1,1527.391357421875,1521.3885498046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.199951171875,8.199951171875,8.199951171875,8.199951171875,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,30,1,1,1615.5526123046875,1605.6239013671875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.0211181640625,7.0211181640625,7.0211181640625,7.0211181640625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,31,1,1,928.2229614257812,1067.2918701171875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,25.8096923828125,25.8096923828125,25.8096923828125,25.8096923828125,1.0,0,1.0,1.0,0.0,0.0,0.125,0.0,1
100000,2202,g_current,augmentation,32,1,1,1614.9130859375,1596.9964599609375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.1793212890625,2.1793212890625,2.1793212890625,2.1793212890625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,33,1,1,249.45738220214844,226.36392211914062,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.2527923583984375,7.2527923583984375,7.2527923583984375,7.2527923583984375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,34,1,1,1628.41064453125,1628.4798583984375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.1229248046875,1.1229248046875,1.1229248046875,1.1229248046875,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,35,1,1,269.6177062988281,261.88677978515625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.05364990234375,20.05364990234375,20.05364990234375,20.05364990234375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,36,1,1,1476.4765625,1481.3428955078125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.7042236328125,8.7042236328125,8.7042236328125,8.7042236328125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,37,1,1,313.11376953125,294.722900390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,18.117340087890625,18.117340087890625,18.117340087890625,18.117340087890625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,38,1,1,1590.476318359375,1591.6571044921875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.1431884765625,3.1431884765625,3.1431884765625,3.1431884765625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,39,1,1,108.35411071777344,102.09312438964844,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.43967437744140625,0.43967437744140625,0.43967437744140625,0.43967437744140625,1.0,0,1.0,1.0,0.0,0.0,0.2916666666666667,0.0,1
100000,2202,g_current,augmentation,40,1,1,1457.620849609375,1457.188232421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2261962890625,1.2261962890625,1.2261962890625,1.2261962890625,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,1
100000,2202,g_current,augmentation,41,1,1,1436.2457275390625,1432.6854248046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.89990234375,2.89990234375,2.89990234375,2.89990234375,1.0,0,1.0,1.0,0.0,0.0,0.125,0.0,1
100000,2202,g_current,augmentation,42,1,1,1605.0089111328125,1609.5252685546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.6514892578125,4.6514892578125,4.6514892578125,4.6514892578125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,43,1,1,1614.4888916015625,1615.3663330078125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.8665771484375,4.8665771484375,4.8665771484375,4.8665771484375,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,44,1,1,1552.717041015625,1558.43701171875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,15.2435302734375,15.2435302734375,15.2435302734375,15.2435302734375,1.0,0,1.0,1.0,0.0,0.0,0.125,0.0,1
100000,2202,g_current,augmentation,45,1,1,1641.38623046875,1636.3216552734375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.7818603515625,0.7818603515625,0.7818603515625,0.7818603515625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,46,1,1,1607.53466796875,1606.1927490234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.674072265625,0.674072265625,0.674072265625,0.674072265625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,47,1,1,1645.7403564453125,1643.6917724609375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.06884765625,0.06884765625,0.06884765625,0.06884765625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,48,1,1,1459.04541015625,1462.3074951171875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.1988525390625,4.1988525390625,4.1988525390625,4.1988525390625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,49,1,1,27.223825454711914,22.416479110717773,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.3973217010498047,2.3973217010498047,2.3973217010498047,2.3973217010498047,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,0.0,1
100000,2202,g_current,augmentation,50,1,1,95.16706085205078,97.40177917480469,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.06938934326171875,0.06938934326171875,0.06938934326171875,0.06938934326171875,1.0,0,1.0,1.0,0.0,0.0,0.25,0.0,1
100000,2202,g_current,augmentation,51,1,1,1636.1163330078125,1633.83447265625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3016357421875,0.3016357421875,0.3016357421875,0.3016357421875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,1
100000,2202,g_current,augmentation,52,1,1,1527.823486328125,1553.0574951171875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.94775390625,10.94775390625,10.94775390625,10.94775390625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,53,1,1,22.138586044311523,17.76259422302246,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,22.52191734313965,22.52191734313965,22.52191734313965,22.52191734313965,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,1
100000,2202,g_current,augmentation,54,1,1,1557.9349365234375,1529.7984619140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.1302490234375,11.1302490234375,11.1302490234375,11.1302490234375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,55,1,1,1440.238525390625,1413.696533203125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,27.853271484375,27.853271484375,27.853271484375,27.853271484375,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,56,1,1,1649.461669921875,1647.0714111328125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.097412109375,5.097412109375,5.097412109375,5.097412109375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,57,1,1,1621.121826171875,1635.7142333984375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.9290771484375,10.9290771484375,10.9290771484375,10.9290771484375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,58,1,1,1373.4212646484375,1358.8104248046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0963134765625,20.0963134765625,20.0963134765625,20.0963134765625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,59,1,1,1620.0,1606.9351806640625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.862060546875,4.862060546875,4.862060546875,4.862060546875,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,60,1,1,1636.0,1635.688720703125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.5560302734375,3.5560302734375,3.5560302734375,3.5560302734375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,61,1,1,99.28459930419922,98.12689971923828,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.7178726196289062,1.7178726196289062,1.7178726196289062,1.7178726196289062,1.0,0,1.0,1.0,0.0,0.0,0.20833333333333334,0.0,1
100000,2202,g_current,augmentation,62,1,1,1647.009033203125,1646.1153564453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.2708740234375,4.2708740234375,4.2708740234375,4.2708740234375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,63,1,1,1488.5042724609375,1488.3809814453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.9036865234375,2.9036865234375,2.9036865234375,2.9036865234375,1.0,0,1.0,1.0,0.0,0.0,0.125,0.0,1
100000,2202,g_current,augmentation,64,1,1,1596.927978515625,1602.620361328125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.679931640625,10.679931640625,10.679931640625,10.679931640625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,65,1,1,1573.887939453125,1572.5980224609375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.999267578125,1.999267578125,1.999267578125,1.999267578125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,66,1,1,1229.9332275390625,1291.249755859375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,25.854248046875,25.854248046875,25.854248046875,25.854248046875,1.0,0,1.0,1.0,0.0,0.0,0.125,0.0,1
100000,2202,g_current,augmentation,67,1,1,135.55967712402344,135.31463623046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,16.442855834960938,16.442855834960938,16.442855834960938,16.442855834960938,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,68,1,1,1655.4061279296875,1656.9188232421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.260498046875,1.260498046875,1.260498046875,1.260498046875,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,69,1,1,766.7598266601562,689.4404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,54.250732421875,54.250732421875,54.250732421875,54.250732421875,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,0.0,1
100000,2202,g_current,augmentation,70,1,1,571.3130493164062,629.0338134765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,69.9425048828125,69.9425048828125,69.9425048828125,69.9425048828125,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,1
100000,2202,g_current,augmentation,71,1,1,1638.807861328125,1639.7747802734375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.2078857421875,8.2078857421875,8.2078857421875,8.2078857421875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,72,1,1,91.99175262451172,94.31211853027344,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.1960830688476562,2.1960830688476562,2.1960830688476562,2.1960830688476562,1.0,0,1.0,1.0,0.0,0.0,0.375,0.0,1
100000,2202,g_current,augmentation,73,1,1,1652.44091796875,1654.6341552734375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.8284912109375,1.8284912109375,1.8284912109375,1.8284912109375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,74,1,1,1629.60888671875,1631.3582763671875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.9320068359375,4.9320068359375,4.9320068359375,4.9320068359375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,75,1,1,1641.553955078125,1634.5787353515625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.075927734375,0.075927734375,0.075927734375,0.075927734375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,76,1,1,1634.33154296875,1634.0675048828125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.7042236328125,7.7042236328125,7.7042236328125,7.7042236328125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,77,1,1,1633.519775390625,1630.2354736328125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.9686279296875,0.9686279296875,0.9686279296875,0.9686279296875,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,78,1,1,1646.3304443359375,1647.2989501953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.438720703125,4.438720703125,4.438720703125,4.438720703125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,79,1,1,1635.963623046875,1636.7547607421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.8443603515625,0.8443603515625,0.8443603515625,0.8443603515625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,80,1,1,1529.906494140625,1525.9505615234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.4197998046875,7.4197998046875,7.4197998046875,7.4197998046875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,81,1,1,1581.294189453125,1576.7044677734375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.7979736328125,0.7979736328125,0.7979736328125,0.7979736328125,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,0.0,1
100000,2202,g_current,augmentation,82,1,1,1630.67333984375,1631.356689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.0899658203125,3.0899658203125,3.0899658203125,3.0899658203125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,83,1,1,94.09718322753906,95.30489349365234,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.008209228515625,1.008209228515625,1.008209228515625,1.008209228515625,1.0,0,1.0,1.0,0.0,0.0,0.25,0.0,1
100000,2202,g_current,augmentation,84,1,1,291.6263732910156,280.3608093261719,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.75811767578125,1.75811767578125,1.75811767578125,1.75811767578125,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,1
100000,2202,g_current,augmentation,85,1,1,1647.6749267578125,1646.697021484375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.84326171875,1.84326171875,1.84326171875,1.84326171875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,86,1,1,115.72351837158203,105.65361785888672,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.1757659912109375,1.1757659912109375,1.1757659912109375,1.1757659912109375,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,87,1,1,1527.42138671875,1462.97998046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.79052734375,0.79052734375,0.79052734375,0.79052734375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,88,1,1,1596.76513671875,1595.53369140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.683837890625,0.683837890625,0.683837890625,0.683837890625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,89,1,1,1621.513671875,1625.4471435546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0450439453125,1.0450439453125,1.0450439453125,1.0450439453125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
100000,2202,g_current,augmentation,90,1,1,1645.4852294921875,1648.72265625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.040283203125,4.040283203125,4.040283203125,4.040283203125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,91,1,1,1653.365478515625,1652.6346435546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.9488525390625,0.9488525390625,0.9488525390625,0.9488525390625,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,92,1,1,1621.0386962890625,1614.3424072265625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0921630859375,5.0921630859375,5.0921630859375,5.0921630859375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,93,1,1,1417.085693359375,1429.4166259765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,13.9857177734375,13.9857177734375,13.9857177734375,13.9857177734375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,94,1,1,1492.0546875,1489.7664794921875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.04638671875,20.04638671875,20.04638671875,20.04638671875,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,95,1,1,1596.4239501953125,1593.9234619140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.48583984375,0.48583984375,0.48583984375,0.48583984375,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,96,1,1,731.7335815429688,778.0640258789062,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,37.4122314453125,37.4122314453125,37.4122314453125,37.4122314453125,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1
100000,2202,g_current,augmentation,97,1,1,1631.3563232421875,1630.7769775390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3924560546875,0.3924560546875,0.3924560546875,0.3924560546875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,1
