checkpoint_step,proposal_seed,method,view,state_id,candidate_count,direct_selection_eligible,anchor_teacher,anchor_student,oracle_index,selected_index,oracle_lift,selected_lift,predicted_lift,selector_capture_raw,selector_capture_display,qw_qa_exploitation_gap,teacher_twin_directional_agreement,teacher_twin_pair_count,teacher_twin_disagreement_median,selected_twin_disagreement,oracle_twin_disagreement,random_candidate_twin_disagreement,qw_pairwise_accuracy,qw_pair_count,qw_spearman,qw_top1_agreement,latent_pairwise_rms,decoded_action_pairwise_rms,tanh_saturation_fraction,tanh_saturation_applicable,tanh_generated_candidate_fraction,scaled_boundary_or_outside_fraction,out_of_envelope_fraction,finite
100000,4404,g_current,augmentation,16,1,1,1609.6357421875,1605.0098876953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.275390625,4.275390625,4.275390625,4.275390625,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,17,1,1,1526.03955078125,1506.0645751953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.58544921875,1.58544921875,1.58544921875,1.58544921875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,18,1,1,1361.0601806640625,1358.4237060546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,34.88037109375,34.88037109375,34.88037109375,34.88037109375,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,19,1,1,1640.7271728515625,1640.9542236328125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.2056884765625,6.2056884765625,6.2056884765625,6.2056884765625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,20,1,1,1573.630859375,1559.7630615234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.9051513671875,7.9051513671875,7.9051513671875,7.9051513671875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,21,1,1,1631.0074462890625,1630.8419189453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.405517578125,6.405517578125,6.405517578125,6.405517578125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,22,1,1,1579.156494140625,1582.2623291015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,13.1890869140625,13.1890869140625,13.1890869140625,13.1890869140625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,23,1,1,97.63906860351562,95.15449523925781,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.080825805664062,11.080825805664062,11.080825805664062,11.080825805664062,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,24,1,1,681.1007690429688,656.9512329101562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19.97967529296875,19.97967529296875,19.97967529296875,19.97967529296875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,25,1,1,482.3836364746094,438.1256408691406,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.114166259765625,10.114166259765625,10.114166259765625,10.114166259765625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,26,1,1,1612.4464111328125,1610.0101318359375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.1968994140625,4.1968994140625,4.1968994140625,4.1968994140625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,27,1,1,1624.53955078125,1627.1329345703125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.75927734375,7.75927734375,7.75927734375,7.75927734375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,28,1,1,1012.38232421875,819.9380493164062,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,38.77978515625,38.77978515625,38.77978515625,38.77978515625,1.0,0,1.0,1.0,0.0,0.0,0.9166666666666666,1,1.0,0.9166666666666666,0.0,1
100000,4404,g_current,augmentation,29,1,1,1529.9954833984375,1524.6060791015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.9681396484375,1.9681396484375,1.9681396484375,1.9681396484375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,30,1,1,1616.2742919921875,1606.8822021484375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.1649169921875,6.1649169921875,6.1649169921875,6.1649169921875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,31,1,1,912.1009521484375,1028.537841796875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,28.2640380859375,28.2640380859375,28.2640380859375,28.2640380859375,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1
100000,4404,g_current,augmentation,32,1,1,1615.94775390625,1605.470947265625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.787353515625,0.787353515625,0.787353515625,0.787353515625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,33,1,1,252.29116821289062,226.30116271972656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.802703857421875,8.802703857421875,8.802703857421875,8.802703857421875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,34,1,1,1628.2532958984375,1628.5321044921875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5672607421875,0.5672607421875,0.5672607421875,0.5672607421875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,35,1,1,267.55096435546875,260.0179138183594,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,21.71405029296875,21.71405029296875,21.71405029296875,21.71405029296875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,36,1,1,1475.4019775390625,1483.1534423828125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.057373046875,7.057373046875,7.057373046875,7.057373046875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,37,1,1,328.4516296386719,290.0390319824219,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.830810546875,1.830810546875,1.830810546875,1.830810546875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,38,1,1,1586.975341796875,1593.5531005859375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.5343017578125,3.5343017578125,3.5343017578125,3.5343017578125,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,39,1,1,104.6371841430664,96.54541015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0249862670898438,1.0249862670898438,1.0249862670898438,1.0249862670898438,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,40,1,1,1456.0211181640625,1458.9000244140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.5677490234375,2.5677490234375,2.5677490234375,2.5677490234375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,41,1,1,1436.0531005859375,1432.693359375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.33056640625,2.33056640625,2.33056640625,2.33056640625,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1
100000,4404,g_current,augmentation,42,1,1,1596.3936767578125,1606.1763916015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,14.8494873046875,14.8494873046875,14.8494873046875,14.8494873046875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,43,1,1,1615.296875,1614.3651123046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.105224609375,4.105224609375,4.105224609375,4.105224609375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,44,1,1,1554.6484375,1562.041015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.190673828125,11.190673828125,11.190673828125,11.190673828125,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1
100000,4404,g_current,augmentation,45,1,1,1641.54541015625,1634.3289794921875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.265380859375,0.265380859375,0.265380859375,0.265380859375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,46,1,1,1606.5166015625,1605.5169677734375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.9029541015625,1.9029541015625,1.9029541015625,1.9029541015625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,47,1,1,1644.6654052734375,1643.0115966796875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.1717529296875,0.1717529296875,0.1717529296875,0.1717529296875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,48,1,1,1456.8426513671875,1464.6802978515625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.604248046875,0.604248046875,0.604248046875,0.604248046875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,49,1,1,28.012409210205078,22.04078483581543,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.42696571350097656,0.42696571350097656,0.42696571350097656,0.42696571350097656,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,50,1,1,97.62078094482422,99.61205291748047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2997817993164062,1.2997817993164062,1.2997817993164062,1.2997817993164062,1.0,0,1.0,1.0,0.0,0.0,0.2916666666666667,1,1.0,0.2916666666666667,0.0,1
100000,4404,g_current,augmentation,51,1,1,1634.5023193359375,1629.9205322265625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2252197265625,1.2252197265625,1.2252197265625,1.2252197265625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,52,1,1,1516.58203125,1543.5904541015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.236083984375,5.236083984375,5.236083984375,5.236083984375,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,53,1,1,25.56944465637207,18.83491325378418,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,24.488801956176758,24.488801956176758,24.488801956176758,24.488801956176758,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,54,1,1,1558.7120361328125,1528.5306396484375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.09716796875,11.09716796875,11.09716796875,11.09716796875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,55,1,1,1432.2525634765625,1418.6900634765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,36.1925048828125,36.1925048828125,36.1925048828125,36.1925048828125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,56,1,1,1650.9742431640625,1644.133056640625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.4256591796875,4.4256591796875,4.4256591796875,4.4256591796875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,57,1,1,1627.7022705078125,1639.5904541015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.6319580078125,5.6319580078125,5.6319580078125,5.6319580078125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,58,1,1,1373.2598876953125,1357.4776611328125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19.4974365234375,19.4974365234375,19.4974365234375,19.4974365234375,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,59,1,1,1620.1754150390625,1606.525390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.2532958984375,5.2532958984375,5.2532958984375,5.2532958984375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,60,1,1,1634.7667236328125,1637.3983154296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.33251953125,5.33251953125,5.33251953125,5.33251953125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,61,1,1,98.53857421875,95.8538589477539,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0662002563476562,1.0662002563476562,1.0662002563476562,1.0662002563476562,1.0,0,1.0,1.0,0.0,0.0,0.2916666666666667,1,1.0,0.2916666666666667,0.0,1
100000,4404,g_current,augmentation,62,1,1,1644.220458984375,1647.088134765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.9913330078125,6.9913330078125,6.9913330078125,6.9913330078125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,63,1,1,1485.835205078125,1485.7547607421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.3524169921875,7.3524169921875,7.3524169921875,7.3524169921875,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1
100000,4404,g_current,augmentation,64,1,1,1596.177978515625,1602.606201171875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.318115234375,8.318115234375,8.318115234375,8.318115234375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,65,1,1,1573.4442138671875,1572.1151123046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.8408203125,0.8408203125,0.8408203125,0.8408203125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,66,1,1,1237.3192138671875,1303.120849609375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,23.8367919921875,23.8367919921875,23.8367919921875,23.8367919921875,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1
100000,4404,g_current,augmentation,67,1,1,132.35781860351562,134.53411865234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,27.820022583007812,27.820022583007812,27.820022583007812,27.820022583007812,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,68,1,1,1655.9747314453125,1657.187744140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4366455078125,0.4366455078125,0.4366455078125,0.4366455078125,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,69,1,1,814.7467651367188,704.5762939453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,23.43902587890625,23.43902587890625,23.43902587890625,23.43902587890625,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1
100000,4404,g_current,augmentation,70,1,1,570.7295532226562,626.2640380859375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,72.45166015625,72.45166015625,72.45166015625,72.45166015625,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,4404,g_current,augmentation,71,1,1,1635.82763671875,1637.1737060546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.477783203125,11.477783203125,11.477783203125,11.477783203125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,72,1,1,94.52828979492188,93.31175994873047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.1764678955078125,2.1764678955078125,2.1764678955078125,2.1764678955078125,1.0,0,1.0,1.0,0.0,0.0,0.20833333333333334,1,1.0,0.20833333333333334,0.0,1
100000,4404,g_current,augmentation,73,1,1,1651.9654541015625,1654.1431884765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5428466796875,0.5428466796875,0.5428466796875,0.5428466796875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,74,1,1,1634.3887939453125,1631.3489990234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.8306884765625,1.8306884765625,1.8306884765625,1.8306884765625,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1
100000,4404,g_current,augmentation,75,1,1,1640.9188232421875,1635.5843505859375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0399169921875,0.0399169921875,0.0399169921875,0.0399169921875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,76,1,1,1633.5465087890625,1632.4849853515625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.31640625,7.31640625,7.31640625,7.31640625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,77,1,1,1633.0628662109375,1630.1961669921875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.53662109375,0.53662109375,0.53662109375,0.53662109375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,78,1,1,1647.363037109375,1647.7000732421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2432861328125,1.2432861328125,1.2432861328125,1.2432861328125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,79,1,1,1638.849365234375,1635.5372314453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.436767578125,0.436767578125,0.436767578125,0.436767578125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,80,1,1,1531.596923828125,1527.591796875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.324462890625,5.324462890625,5.324462890625,5.324462890625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,81,1,1,1576.2840576171875,1574.001708984375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.434814453125,1.434814453125,1.434814453125,1.434814453125,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1
100000,4404,g_current,augmentation,82,1,1,1630.4361572265625,1631.4288330078125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.2620849609375,3.2620849609375,3.2620849609375,3.2620849609375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,83,1,1,91.07598114013672,93.98014831542969,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.7703170776367188,2.7703170776367188,2.7703170776367188,2.7703170776367188,1.0,0,1.0,1.0,0.0,0.0,0.3333333333333333,1,1.0,0.3333333333333333,0.0,1
100000,4404,g_current,augmentation,84,1,1,291.3708801269531,280.9924621582031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.910400390625,1.910400390625,1.910400390625,1.910400390625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,85,1,1,1647.505126953125,1647.018798828125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.8336181640625,0.8336181640625,0.8336181640625,0.8336181640625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,86,1,1,110.80742645263672,113.13302612304688,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.8968048095703125,7.8968048095703125,7.8968048095703125,7.8968048095703125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,4404,g_current,augmentation,87,1,1,1529.3704833984375,1468.6812744140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.53759765625,2.53759765625,2.53759765625,2.53759765625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
100000,4404,g_current,augmentation,88,1,1,1598.83154296875,1597.2125244140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.33056640625,0.33056640625,0.33056640625,0.33056640625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1
